Attribute,Metadata_count,Metadata_%,Group_count
gmd:fileIdentifier/gco:CharacterString,11,100.0,1
gmd:language/gmd:LanguageCode,11,100.0,1
gmd:characterSet/gmd:MD_CharacterSetCode,11,100.0,1
gmd:hierarchyLevel/gmd:MD_ScopeCode,11,100.0,1
che:CHE_MD_Metadata/gmd:contact,11,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,11,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
che:CHE_CI_ResponsibleParty/gmd:positionName/gco:CharacterString,11,100.0,1
che:CHE_CI_ResponsibleParty/gmd:positionName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
che:CHE_CI_ResponsibleParty/gmd:contactInfo,11,100.0,1
gmd:CI_Contact/gmd:phone,11,100.0,1
che:CHE_CI_Telephone/gmd:voice/gco:CharacterString,11,100.0,1
che:CHE_CI_Telephone/che:directNumber/gco:CharacterString,11,100.0,1
gmd:CI_Contact/gmd:address,11,100.0,1
che:CHE_CI_Address/gmd:city/gco:CharacterString,11,100.0,1
che:CHE_CI_Address/gmd:administrativeArea/gco:CharacterString,10,90.9,1
che:CHE_CI_Address/gmd:postalCode/gco:CharacterString,11,100.0,1
che:CHE_CI_Address/gmd:country/gco:CharacterString,11,100.0,1
che:CHE_CI_Address/gmd:electronicMailAddress/gco:CharacterString,11,100.0,1
che:CHE_CI_Address/che:streetName/gco:CharacterString,11,100.0,1
che:CHE_CI_Address/che:streetNumber/gco:CharacterString,11,100.0,1
gmd:CI_Contact/gmd:onlineResource,11,100.0,1
gmd:CI_OnlineResource/gmd:linkage/che:PT_FreeURL/che:URLGroup/che:LocalisedURL,11,100.0,1
gmd:CI_OnlineResource/gmd:protocol/gco:CharacterString,11,100.0,1
che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,11,100.0,1
che:CHE_CI_ResponsibleParty/che:organisationAcronym/gco:CharacterString,11,100.0,1
che:CHE_CI_ResponsibleParty/che:organisationAcronym/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
gmd:dateStamp/gco:DateTime,11,100.0,1
gmd:metadataStandardName/gco:CharacterString,11,100.0,1
gmd:locale/gmd:PT_Locale/gmd:languageCode/gmd:LanguageCode,11,100.0,1
gmd:locale/gmd:PT_Locale/gmd:characterEncoding/gmd:MD_CharacterSetCode,11,100.0,1
che:CHE_MD_Metadata/gmd:spatialRepresentationInfo,8,72.7,1
gmd:MD_VectorSpatialRepresentation/gmd:geometricObjects,8,72.7,1
gmd:MD_GeometricObjects/gmd:geometricObjectType/gmd:MD_GeometricObjectTypeCode,8,72.7,1
che:CHE_MD_Metadata/gmd:referenceSystemInfo,11,100.0,1
gmd:MD_ReferenceSystem/gmd:referenceSystemIdentifier,11,100.0,1
gmd:RS_Identifier/gmd:code/gco:CharacterString,11,100.0,1
gmd:RS_Identifier/gmd:code/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
che:CHE_MD_Metadata/gmd:identificationInfo,11,100.0,1
che:CHE_MD_DataIdentification/gmd:citation,11,100.0,1
gmd:CI_Citation/gmd:title/gco:CharacterString,11,100.0,1
gmd:CI_Citation/gmd:title/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
gmd:CI_Citation/gmd:alternateTitle/gco:CharacterString,11,100.0,1
gmd:CI_Citation/gmd:alternateTitle/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
gmd:CI_Citation/gmd:date,11,100.0,1
gmd:CI_Date/gmd:date/gco:Date,11,100.0,1
gmd:CI_Date/gmd:dateType/gmd:CI_DateTypeCode,11,100.0,1
gmd:CI_Citation/gmd:identifier,11,100.0,1
gmd:MD_Identifier/gmd:code/gco:CharacterString,10,90.9,1
gmd:CI_Citation/gmd:citedResponsibleParty,5,45.5,1
che:CHE_CI_Telephone/gmd:facsimile/gco:CharacterString,4,36.4,1
che:CHE_CI_ResponsibleParty/che:individualFirstName/gco:CharacterString,6,54.5,1
che:CHE_CI_ResponsibleParty/che:individualLastName/gco:CharacterString,8,72.7,1
che:CHE_MD_DataIdentification/gmd:abstract/gco:CharacterString,10,90.9,1
che:CHE_MD_DataIdentification/gmd:abstract/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
che:CHE_MD_DataIdentification/gmd:pointOfContact,7,63.6,1
che:CHE_MD_DataIdentification/gmd:graphicOverview,10,90.9,1
gmd:MD_BrowseGraphic/gmd:fileName/gco:CharacterString,10,90.9,1
che:CHE_MD_DataIdentification/gmd:descriptiveKeywords,11,100.0,1
gmd:MD_Keywords/gmd:keyword/gco:CharacterString,11,100.0,1
gmd:MD_Keywords/gmd:keyword/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
gmd:MD_Keywords/gmd:type/gmd:MD_KeywordTypeCode,11,100.0,1
gmd:MD_Keywords/gmd:thesaurusName,11,100.0,1
gmd:MD_Identifier/gmd:code/gmx:Anchor,11,100.0,1
che:CHE_MD_DataIdentification/gmd:language/gmd:LanguageCode,11,100.0,1
che:CHE_MD_DataIdentification/gmd:topicCategory/gmd:MD_TopicCategoryCode,11,100.0,1
che:CHE_MD_DataIdentification/gmd:extent,11,100.0,1
gmd:EX_Extent/gmd:description/gco:CharacterString,11,100.0,1
gmd:EX_Extent/gmd:description/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,11,100.0,1
gmd:EX_Extent/gmd:geographicElement,11,100.0,1
gmd:EX_GeographicBoundingBox/gmd:westBoundLongitude/gco:Decimal,11,100.0,1
gmd:EX_GeographicBoundingBox/gmd:eastBoundLongitude/gco:Decimal,11,100.0,1
gmd:EX_GeographicBoundingBox/gmd:southBoundLatitude/gco:Decimal,11,100.0,1
gmd:EX_GeographicBoundingBox/gmd:northBoundLatitude/gco:Decimal,11,100.0,1
gmd:EX_BoundingPolygon/gmd:polygon/gml:MultiSurface/gml:surfaceMember/gml:Polygon/gml:exterior/gml:LinearRing/gml:posList,11,100.0,1
che:CHE_MD_DataIdentification/che:basicGeodataIDType/che:basicGeodataIDTypeCode,10,90.9,1
che:CHE_MD_Metadata/gmd:distributionInfo,10,90.9,1
gmd:MD_Distribution/gmd:distributionFormat,10,90.9,1
gmd:MD_Format/gmd:name/gco:CharacterString,10,90.9,1
gmd:MD_Format/gmd:version/gco:CharacterString,10,90.9,1
gmd:MD_Distribution/gmd:transferOptions,10,90.9,1
gmd:MD_DigitalTransferOptions/gmd:onLine,10,90.9,1
gmd:CI_OnlineResource/gmd:linkage/gmd:URL,10,90.9,1
gmd:CI_OnlineResource/gmd:name/gco:CharacterString,10,90.9,1
gmd:CI_OnlineResource/gmd:name/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,10,90.9,1
gmd:CI_OnlineResource/gmd:description/gco:CharacterString,10,90.9,1
gmd:CI_OnlineResource/gmd:description/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,10,90.9,1
che:CHE_MD_Metadata/che:legislationInformation,6,54.5,1
che:CHE_MD_Legislation/che:country/gmd:Country,6,54.5,1
che:CHE_MD_Legislation/che:language/gmd:LanguageCode,6,54.5,1
