Attribute,Metadata_count,Metadata_%,Group_count
gmd:fileIdentifier/gco:CharacterString,98,100.0,1
gmd:language/gmd:LanguageCode,98,100.0,1
gmd:characterSet/gmd:MD_CharacterSetCode,98,100.0,1
gmd:hierarchyLevel/gmd:MD_ScopeCode,98,100.0,1
che:CHE_MD_Metadata/gmd:contact,98,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,98,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,98,100.0,1
che:CHE_CI_ResponsibleParty/gmd:contactInfo,98,100.0,1
gmd:CI_Contact/gmd:phone,98,100.0,1
che:CHE_CI_Telephone/gmd:voice/gco:CharacterString,98,100.0,1
gmd:CI_Contact/gmd:address,98,100.0,1
che:CHE_CI_Address/gmd:city/gco:CharacterString,98,100.0,1
che:CHE_CI_Address/gmd:postalCode/gco:CharacterString,98,100.0,1
che:CHE_CI_Address/gmd:country/gco:CharacterString,98,100.0,1
che:CHE_CI_Address/gmd:electronicMailAddress/gco:CharacterString,98,100.0,1
che:CHE_CI_Address/che:streetName/gco:CharacterString,98,100.0,1
che:CHE_CI_Address/che:streetNumber/gco:CharacterString,98,100.0,1
gmd:CI_Contact/gmd:onlineResource,98,100.0,1
gmd:CI_OnlineResource/gmd:linkage/gmd:URL,98,100.0,1
gmd:CI_OnlineResource/gmd:linkage/che:PT_FreeURL/che:URLGroup/che:LocalisedURL,98,100.0,1
gmd:CI_OnlineResource/gmd:protocol/gco:CharacterString,98,100.0,1
che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,98,100.0,1
gmd:dateStamp/gco:DateTime,98,100.0,1
gmd:metadataStandardName/gco:CharacterString,98,100.0,1
gmd:locale/gmd:PT_Locale/gmd:languageCode/gmd:LanguageCode,98,100.0,1
gmd:locale/gmd:PT_Locale/gmd:characterEncoding/gmd:MD_CharacterSetCode,98,100.0,1
che:CHE_MD_Metadata/gmd:referenceSystemInfo,98,100.0,1
gmd:MD_ReferenceSystem/gmd:referenceSystemIdentifier,98,100.0,1
gmd:RS_Identifier/gmd:code/gco:CharacterString,98,100.0,1
