#-----Metadata-----#
Attribute,Metadata_count,Metadata_%,Group_count
che:CHE_MD_Metadata/gmd:fileIdentifier/gco:CharacterString,653,100.0,1
che:CHE_MD_Metadata/gmd:language/gmd:LanguageCode,0,0.0,0
che:CHE_MD_Metadata/gmd:characterSet/gmd:MD_CharacterSetCode,653,100.0,1
che:CHE_MD_Metadata/gmd:parentIdentifier/gco:CharacterString,0,0.0,0
che:CHE_MD_Metadata/gmd:hierarchyLevel/gmd:MD_ScopeCode,653,100.0,1
che:CHE_MD_Metadata/gmd:hierarchyLevelName/gco:CharacterString,653,100.0,1
che:CHE_MD_Metadata/gmd:dateStamp/gco:DateTime,0,0.0,0
che:CHE_MD_Metadata/gmd:metadataStandardName/gco:CharacterString,653,100.0,1
che:CHE_MD_Metadata/gmd:metadataStandardVersion/gco:CharacterString,0,0.0,0
che:CHE_MD_Metadata/gmd:dataSetURI/gco:CharacterString,653,100.0,1
che:CHE_MD_Metadata/gmd:contact,653,100.0,1
che:CHE_MD_Metadata/gmd:contentInfo,127,19.4,1
che:CHE_MD_Metadata/gmd:dataQualityInfo,275,42.1,1
che:CHE_MD_Metadata/gmd:distributionInfo,653,100.0,1
che:CHE_MD_Metadata/gmd:identificationInfo,653,100.0,1
che:CHE_MD_Metadata/che:legislationInformation,129,19.8,1
che:CHE_MD_Metadata/gmd:metadataMaintenance,0,0.0,0
che:CHE_MD_Metadata/gmd:portrayalCatalogueInfo,0,0.0,0
che:CHE_MD_Metadata/gmd:referenceSystemInfo,644,98.6,1
che:CHE_MD_Metadata/gmd:spatialRepresentationInfo,0,0.0,0

#-----DataIdentification-----#
Attribute,Metadata_count,Metadata_%,Group_count
che:CHE_MD_DataIdentification/gmd:status/gmd:MD_ProgressCode,644,98.6,1
che:CHE_MD_DataIdentification/gmd:abstract/gco:CharacterString,644,98.6,1
che:CHE_MD_DataIdentification/gmd:citation,644,98.6,1
che:CHE_MD_DataIdentification/gmd:descriptiveKeywords,644,98.6,1
che:CHE_MD_DataIdentification/gmd:graphicOverview,644,98.6,1
che:CHE_MD_DataIdentification/gmd:pointOfContact,644,98.6,1
che:CHE_MD_DataIdentification/gmd:purpose/gco:CharacterString,0,0.0,0
che:CHE_MD_DataIdentification/gmd:resourceConstraints,644,98.6,1
che:CHE_MD_DataIdentification/gmd:resourceFormat,0,0.0,0
che:CHE_MD_DataIdentification/gmd:resourceMaintenance,644,98.6,1
che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage,0,0.0,0
che:CHE_MD_DataIdentification/che:revision,0,0.0,0
che:CHE_MD_DataIdentification/gmd:spatialRepresentationType/gmd:MD_SpatialRepresentationTypeCode,0,0.0,0
che:CHE_MD_DataIdentification/gmd:language/gmd:LanguageCode,0,0.0,0
che:CHE_MD_DataIdentification/gmd:characterSet/gmd:MD_CharacterSetCode,0,0.0,0
che:CHE_MD_DataIdentification/gmd:topicCategory/gmd:MD_TopicCategoryCode,644,98.6,1
che:CHE_MD_DataIdentification/che:basicGeodataID/gco:CharacterString,126,19.3,1
che:CHE_MD_DataIdentification/che:basicGeodataIDType/che:basicGeodataIDTypeCode,124,19.0,1
che:CHE_MD_DataIdentification/gmd:environmentDescription/gco:CharacterString,0,0.0,0
che:CHE_MD_DataIdentification/gmd:extent,644,98.6,1
che:CHE_MD_DataIdentification/gmd:spatialResolution,644,98.6,1
che:CHE_MD_DataIdentification/gmd:supplementalInformation/gco:CharacterString,0,0.0,0

gmd:MD_BrowseGraphic/gmd:fileName/gco:CharacterString,653,100.0,1
gmd:MD_BrowseGraphic/gmd:fileType/gco:CharacterString,0,0.0,0
gmd:MD_BrowseGraphic/gmd:fileDescription/gco:CharacterString,0,0.0,0

gmd:MD_Keywords/gmd:type/gmd:MD_KeywordTypeCode,0,0.0,0
gmd:MD_Keywords/gmd:keyword/gco:CharacterString,14,2.1,1

