Attribute,Metadata_count,Metadata_%,Group_count
gmd:fileIdentifier/gco:CharacterString,758,100.0,1
gmd:language/gmd:LanguageCode,758,100.0,1
gmd:characterSet/gmd:MD_CharacterSetCode,758,100.0,1
gmd:parentIdentifier/gco:CharacterString,534,70.4,1
gmd:parentIdentifier/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,534,70.4,1
gmd:hierarchyLevel/gmd:MD_ScopeCode,758,100.0,1
che:CHE_MD_Metadata/gmd:contact,758,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,758,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,758,100.0,1
che:CHE_CI_ResponsibleParty/gmd:contactInfo,758,100.0,1
gmd:CI_Contact/gmd:phone,758,100.0,1
che:CHE_CI_Telephone/gmd:voice/gco:CharacterString,758,100.0,1
gmd:CI_Contact/gmd:address,758,100.0,1
che:CHE_CI_Address/gmd:city/gco:CharacterString,758,100.0,1
che:CHE_CI_Address/gmd:postalCode/gco:CharacterString,758,100.0,1
che:CHE_CI_Address/gmd:electronicMailAddress/gco:CharacterString,758,100.0,1
che:CHE_CI_Address/che:streetName/gco:CharacterString,758,100.0,1
che:CHE_CI_Address/che:streetNumber/gco:CharacterString,758,100.0,1
gmd:CI_Contact/gmd:onlineResource,758,100.0,1
gmd:CI_OnlineResource/gmd:linkage/che:PT_FreeURL/che:URLGroup/che:LocalisedURL,758,100.0,1
gmd:CI_Contact/gmd:hoursOfService/gco:CharacterString,758,100.0,1
che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,758,100.0,1
gmd:dateStamp/gco:DateTime,758,100.0,1
gmd:metadataStandardName/gco:CharacterString,758,100.0,1
gmd:locale/gmd:PT_Locale/gmd:languageCode/gmd:LanguageCode,758,100.0,1
gmd:locale/gmd:PT_Locale/gmd:characterEncoding/gmd:MD_CharacterSetCode,758,100.0,1
che:CHE_MD_Metadata/gmd:referenceSystemInfo,758,100.0,1
gmd:MD_ReferenceSystem/gmd:referenceSystemIdentifier,758,100.0,1
gmd:RS_Identifier/gmd:code/gco:CharacterString,758,100.0,1
gmd:RS_Identifier/gmd:code/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,758,100.0,1
gmd:RS_Identifier/gmd:codeSpace/gco:CharacterString,753,99.3,1
che:CHE_MD_Metadata/gmd:identificationInfo,758,100.0,1
che:CHE_MD_DataIdentification/gmd:citation,758,100.0,1
gmd:CI_Citation/gmd:title/gco:CharacterString,758,100.0,1
gmd:CI_Citation/gmd:title/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,758,100.0,1
gmd:CI_Citation/gmd:alternateTitle/gco:CharacterString,757,99.9,1
gmd:CI_Citation/gmd:alternateTitle/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,757,99.9,1
gmd:CI_Citation/gmd:date,751,99.1,1
gmd:CI_Date/gmd:date/gco:Date,751,99.1,1
gmd:CI_Date/gmd:dateType/gmd:CI_DateTypeCode,751,99.1,1
che:CHE_MD_DataIdentification/gmd:abstract/gco:CharacterString,748,98.7,1
che:CHE_MD_DataIdentification/gmd:abstract/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,728,96.0,1
che:CHE_MD_DataIdentification/gmd:status/gmd:MD_ProgressCode,757,99.9,1
che:CHE_MD_DataIdentification/gmd:pointOfContact,758,100.0,1
