#-----Metadata-----#
Attribute,Metadata_count,Metadata_%,Group_count
che:CHE_MD_Metadata/gmd:fileIdentifier/gco:CharacterString,679,100.0,1
che:CHE_MD_Metadata/gmd:language/gmd:LanguageCode,679,100.0,1
che:CHE_MD_Metadata/gmd:characterSet/gmd:MD_CharacterSetCode,679,100.0,1
che:CHE_MD_Metadata/gmd:parentIdentifier/gco:CharacterString,1,0.1,1
che:CHE_MD_Metadata/gmd:hierarchyLevel/gmd:MD_ScopeCode,6,0.9,1
che:CHE_MD_Metadata/gmd:hierarchyLevelName/gco:CharacterString,0,0.0,0
che:CHE_MD_Metadata/gmd:dateStamp/gco:DateTime,679,100.0,1
che:CHE_MD_Metadata/gmd:metadataStandardName/gco:CharacterString,679,100.0,1
che:CHE_MD_Metadata/gmd:metadataStandardVersion/gco:CharacterString,0,0.0,0
che:CHE_MD_Metadata/gmd:dataSetURI/gco:CharacterString,0,0.0,0
che:CHE_MD_Metadata/gmd:contact,679,100.0,1
che:CHE_MD_Metadata/gmd:contentInfo,1,0.1,1
che:CHE_MD_Metadata/gmd:dataQualityInfo,0,0.0,0
che:CHE_MD_Metadata/gmd:distributionInfo,660,97.2,1
che:CHE_MD_Metadata/gmd:identificationInfo,679,100.0,1
che:CHE_MD_Metadata/che:legislationInformation,2,0.3,1
che:CHE_MD_Metadata/gmd:metadataMaintenance,0,0.0,0
che:CHE_MD_Metadata/gmd:portrayalCatalogueInfo,0,0.0,0
che:CHE_MD_Metadata/gmd:referenceSystemInfo,2,0.3,1
che:CHE_MD_Metadata/gmd:spatialRepresentationInfo,1,0.1,1

#-----DataIdentification-----#
Attribute,Metadata_count,Metadata_%,Group_count
che:CHE_MD_DataIdentification/gmd:status/gmd:MD_ProgressCode,673,99.1,1
che:CHE_MD_DataIdentification/gmd:abstract/gco:CharacterString,679,100.0,1
che:CHE_MD_DataIdentification/gmd:citation,679,100.0,1
che:CHE_MD_DataIdentification/gmd:descriptiveKeywords,674,99.3,1
che:CHE_MD_DataIdentification/gmd:graphicOverview,0,0.0,0
che:CHE_MD_DataIdentification/gmd:pointOfContact,586,86.3,1
che:CHE_MD_DataIdentification/gmd:purpose/gco:CharacterString,0,0.0,0
che:CHE_MD_DataIdentification/gmd:resourceConstraints,453,66.7,1
che:CHE_MD_DataIdentification/gmd:resourceFormat,2,0.3,1
che:CHE_MD_DataIdentification/gmd:resourceMaintenance,1,0.1,1
che:CHE_MD_DataIdentification/gmd:resourceSpecificUsage,0,0.0,0
che:CHE_MD_DataIdentification/che:revision,0,0.0,0
che:CHE_MD_DataIdentification/gmd:spatialRepresentationType/gmd:MD_SpatialRepresentationTypeCode,1,0.1,1
che:CHE_MD_DataIdentification/gmd:language/gmd:LanguageCode,679,100.0,1
che:CHE_MD_DataIdentification/gmd:characterSet/gmd:MD_CharacterSetCode,679,100.0,1
che:CHE_MD_DataIdentification/gmd:topicCategory/gmd:MD_TopicCategoryCode,679,100.0,1
che:CHE_MD_DataIdentification/che:basicGeodataID/gco:CharacterString,1,0.1,1
che:CHE_MD_DataIdentification/che:basicGeodataIDType/che:basicGeodataIDTypeCode,1,0.1,1
che:CHE_MD_DataIdentification/gmd:environmentDescription/gco:CharacterString,0,0.0,0
che:CHE_MD_DataIdentification/gmd:extent,679,100.0,1
che:CHE_MD_DataIdentification/gmd:spatialResolution,1,0.1,1
che:CHE_MD_DataIdentification/gmd:supplementalInformation/gco:CharacterString,17,2.5,1

gmd:MD_BrowseGraphic/gmd:fileName/gco:CharacterString,0,0.0,0
