Attribute,Metadata_count,Metadata_%,Group_count
gmd:fileIdentifier/gco:CharacterString,207,100.0,1
gmd:language/gmd:LanguageCode,207,100.0,1
gmd:characterSet/gmd:MD_CharacterSetCode,207,100.0,1
gmd:hierarchyLevel/gmd:MD_ScopeCode,207,100.0,1
che:CHE_MD_Metadata/gmd:contact,207,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gco:CharacterString,207,100.0,1
che:CHE_CI_ResponsibleParty/gmd:organisationName/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,207,100.0,1
che:CHE_CI_ResponsibleParty/gmd:contactInfo,207,100.0,1
gmd:CI_Contact/gmd:phone,207,100.0,1
che:CHE_CI_Telephone/gmd:voice/gco:CharacterString,207,100.0,1
che:CHE_CI_Telephone/gmd:facsimile/gco:CharacterString,207,100.0,1
gmd:CI_Contact/gmd:address,207,100.0,1
che:CHE_CI_Address/gmd:city/gco:CharacterString,207,100.0,1
che:CHE_CI_Address/gmd:postalCode/gco:CharacterString,207,100.0,1
che:CHE_CI_Address/gmd:country/gco:CharacterString,207,100.0,1
che:CHE_CI_Address/gmd:electronicMailAddress/gco:CharacterString,207,100.0,1
che:CHE_CI_Address/che:streetName/gco:CharacterString,207,100.0,1
che:CHE_CI_Address/che:streetNumber/gco:CharacterString,207,100.0,1
gmd:CI_Contact/gmd:onlineResource,207,100.0,1
gmd:CI_OnlineResource/gmd:linkage/gmd:URL,207,100.0,1
gmd:CI_OnlineResource/gmd:linkage/che:PT_FreeURL/che:URLGroup/che:LocalisedURL,207,100.0,1
gmd:CI_OnlineResource/gmd:protocol/gco:CharacterString,207,100.0,1
gmd:CI_OnlineResource/gmd:name/gco:CharacterString,207,100.0,1
gmd:CI_OnlineResource/gmd:name/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,207,100.0,1
gmd:CI_Contact/gmd:hoursOfService/gco:CharacterString,207,100.0,1
che:CHE_CI_ResponsibleParty/gmd:role/gmd:CI_RoleCode,207,100.0,1
che:CHE_CI_ResponsibleParty/che:individualFirstName/gco:CharacterString,207,100.0,1
che:CHE_CI_ResponsibleParty/che:organisationAcronym/gco:CharacterString,207,100.0,1
che:CHE_CI_ResponsibleParty/che:organisationAcronym/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,207,100.0,1
gmd:dateStamp/gco:DateTime,207,100.0,1
gmd:metadataStandardName/gco:CharacterString,207,100.0,1
che:CHE_MD_Metadata/gmd:referenceSystemInfo,185,89.4,1
gmd:MD_ReferenceSystem/gmd:referenceSystemIdentifier,185,89.4,1
gmd:RS_Identifier/gmd:code/gco:CharacterString,185,89.4,1
che:CHE_MD_Metadata/gmd:identificationInfo,207,100.0,1
che:CHE_MD_DataIdentification/gmd:citation,89,43.0,1
gmd:CI_Citation/gmd:title/gco:CharacterString,207,100.0,1
gmd:CI_Citation/gmd:title/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,207,100.0,1
gmd:CI_Citation/gmd:date,207,100.0,1
gmd:CI_Date/gmd:date/gco:Date,207,100.0,1
gmd:CI_Date/gmd:dateType/gmd:CI_DateTypeCode,207,100.0,1
che:CHE_MD_DataIdentification/gmd:abstract/gco:CharacterString,68,32.9,1
che:CHE_MD_DataIdentification/gmd:abstract/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,68,32.9,1
che:CHE_MD_DataIdentification/gmd:purpose/gco:CharacterString,76,36.7,1
che:CHE_MD_DataIdentification/gmd:purpose/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,76,36.7,1
che:CHE_MD_DataIdentification/gmd:status/gmd:MD_ProgressCode,83,40.1,1
che:CHE_MD_DataIdentification/gmd:pointOfContact,89,43.0,1
che:CHE_MD_DataIdentification/gmd:resourceMaintenance,89,43.0,1
che:CHE_MD_MaintenanceInformation/gmd:maintenanceAndUpdateFrequency/gmd:MD_MaintenanceFrequencyCode,89,43.0,1
che:CHE_MD_DataIdentification/gmd:graphicOverview,88,42.5,1
gmd:MD_BrowseGraphic/gmd:fileName/gco:CharacterString,206,99.5,1
gmd:MD_BrowseGraphic/gmd:fileType/gco:CharacterString,206,99.5,1
che:CHE_MD_DataIdentification/gmd:descriptiveKeywords,85,41.1,1
gmd:MD_Keywords/gmd:keyword/gco:CharacterString,199,96.1,1
gmd:MD_Keywords/gmd:keyword/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,199,96.1,1
gmd:MD_Keywords/gmd:thesaurusName,199,96.1,1
gmd:CI_Citation/gmd:identifier,199,96.1,1
gmd:MD_Identifier/gmd:code/gmx:Anchor,199,96.1,1
