XPATH,Count
gmd:MD_BrowseGraphic/gmd:fileDescription/gco:CharacterString,1735
gmd:MD_BrowseGraphic/gmd:fileDescription/gmd:PT_FreeText/gmd:textGroup/gmd:LocalisedCharacterString,1381
gmd:MD_BrowseGraphic/gmd:fileName/gco:CharacterString,1892
gmd:MD_BrowseGraphic/gmd:fileType/gco:CharacterString,474
